phase,flux,flux_err,symmetric,tail,multistart_symmetric
-0.4864535165609709,0.9961139103130751,0.00030473351840061373,1.0,1.0,1.0
-0.48629226090150723,0.99365780172778,0.00030485783384084236,1.0,1.0,1.0
-0.48615355548660943,0.9940432639375382,0.000317472146335479,1.0,1.0,1.0
-0.48612415234927653,0.9948529043348284,0.0003187504633350144,1.0,1.0,1.0
-0.48597923582266844,0.9947725120449553,0.00030527991355696856,1.0,1.0,1.0
-0.48581453300127464,0.994338367154363,0.0003194415818614418,1.0,1.0,1.0
-0.4857997458608665,0.9949984924735404,0.00031424908278566375,1.0,1.0,1.0
-0.4857118190924439,0.9954595616560805,0.00030509991419142615,1.0,1.0,1.0
-0.4854671537055708,0.9957458574639312,0.00030485560712911026,1.0,1.0,1.0
-0.48529913692966886,0.9954600923268657,0.0003177011154989467,1.0,1.0,1.0
-0.4852853308779146,0.9943857625095937,0.0003188419129475538,1.0,1.0,1.0
-0.4851175091745006,0.9947243822647815,0.0003180035059394104,1.0,1.0,1.0
-0.48511674023640694,0.9945131650190457,0.00031363647444968213,1.0,1.0,1.0
-0.48494241312499753,0.9959461743557781,0.00030411100441488044,1.0,1.0,1.0
-0.4848233946871403,0.9944502759983623,0.0003051087530985993,1.0,1.0,1.0
-0.4846174476257943,0.9958438532297992,0.000304788583209586,1.0,1.0,1.0
-0.4845567903528831,0.9951185184177547,0.00031858742423654694,1.0,1.0,1.0
-0.48445913089605597,0.9939660816267307,0.00030522466466326636,1.0,1.0,1.0
-0.48418816803365416,0.9948446439164471,0.0003189832321295367,1.0,1.0,1.0
-0.48418144226221216,0.9957975989286328,0.00031786102810877693,1.0,1.0,1.0
-0.4841564174832058,0.9949425700621243,0.0003051737975137986,1.0,1.0,1.0
-0.4839362477086695,0.994593138797653,0.0003193972410860666,1.0,1.0,1.0
-0.48389509546225895,0.9954524055613084,0.00030494384912408947,1.0,1.0,1.0
-0.4837849557956062,0.994510754748131,0.00031397776690506686,1.0,1.0,1.0
-0.4836517502138804,0.9955968029965357,0.00030480681976593414,1.0,1.0,1.0
-0.4834174399513813,0.9948079858926293,0.0003202624268672395,1.0,1.0,1.0
-0.48337021030079086,0.9952350516297299,0.000318914053000526,1.0,1.0,1.0
-0.48316500312071753,0.9941180651695912,0.0003178192996155842,1.0,1.0,1.0
-0.48311603100052025,0.9958568196274077,0.00030452909849409764,1.0,1.0,1.0
-0.4830923731165697,0.9951063062389555,0.00031354981346788256,1.0,1.0,1.0
-0.4829800744996362,0.9946261500795998,0.000305221745585547,1.0,1.0,1.0
-0.4827786087817003,0.9957515439074472,0.00030486781753727725,1.0,1.0,1.0
-0.4826622879446347,0.9953283425325969,0.00031893207128525435,1.0,1.0,1.0
-0.4826283346089042,0.9960078645448743,0.00030544961705687127,1.0,1.0,1.0
-0.4822562236774104,0.9943742064874916,0.00031878373501929386,1.0,1.0,1.0
-0.48221290641629366,0.9950791083055235,0.00031780111450389187,1.0,1.0,1.0
-0.4820614063608275,0.9946082500907427,0.0003193072173162363,1.0,1.0,1.0
-0.4818361232570396,0.9959218341243096,0.0003046703653979669,1.0,1.0,1.0
-0.4817723794067206,0.9949909052249623,0.00031407361690897936,1.0,1.0,1.0
-0.481459136136948,0.9950505809883271,0.0003189865682406446,1.0,1.0,1.0
-0.4813283237758128,0.9937385763405192,0.0003174258610780437,1.0,1.0,1.0
-0.4812875280647404,0.9953191528520764,0.00030456458586232063,1.0,1.0,1.0
-0.4812161620566542,0.9958087307554717,0.00031926010013303064,1.0,1.0,1.0
-0.48113876324970306,0.9951565330756733,0.00030539244547086276,1.0,1.0,1.0
-0.4810698979478403,0.9947524405893344,0.00031365718728155827,1.0,1.0,1.0
-0.4809372759920052,0.9962432118405103,0.00030474988446444536,1.0,1.0,1.0
-0.4807994668985316,0.9951403144938253,0.0003053611817634371,1.0,1.0,1.0
-0.48077156879324434,0.9948197055506988,0.0003194767934075623,1.0,1.0,1.0
-0.480514902727748,0.9949040029347966,0.00030502925836902454,1.0,1.0,1.0
-0.48050771977092666,0.9955608148942972,0.00031741855355629653,1.0,1.0,1.0
-0.4803288846292304,0.9950922928125054,0.00031872912954185876,1.0,1.0,1.0
-0.48026302788738917,0.9959816175248996,0.0003049029407045392,1.0,1.0,1.0
-0.4802478606602989,0.9950184728059636,0.0003178579466407553,1.0,1.0,1.0
-0.4801903647271786,0.9950034656079345,0.00031944180948736506,1.0,1.0,1.0
-0.47977584408894236,0.995275164290754,0.00031228570677625984,1.0,1.0,1.0
-0.479762531228765,0.9946524779474523,0.0003139943157037479,1.0,1.0,1.0
-0.4797572769331282,0.996201318425039,0.0003036026165951568,1.0,1.0,1.0
-0.47970710519197723,0.9954329938559565,0.00032055411069642937,1.0,1.0,1.0
-0.47955181828501736,0.9946428333862416,0.00031875830328629315,1.0,1.0,1.0
-0.4794570255091912,0.9964690179809753,0.0003048196707277782,1.0,1.0,1.0
-0.4793003210663187,0.9956290374606318,0.00030512158036081176,1.0,1.0,1.0
-0.47927129318638606,0.9965374315059392,0.00031912269795753256,1.0,1.0,1.0
-0.47909289770308305,0.9966421892637106,0.0003047814822000528,1.0,1.0,1.0
-0.478884733417658,0.9956462042416133,0.00031950631624851164,1.0,1.0,1.0
-0.4786959086372349,0.9955010095953007,0.00030518957960978615,1.0,1.0,1.0
